name,rating,address,region,closeregion,price,url,services,weddingpack,transfer,location
Wide Wedding,5.0,,?,no,800€-3000€,https://www.matrimonio.com/fotografo-matrimonio/wide-wedding--e177910,"risoluzione, blu-ray o DVD con tutti gli scatti, photocall",Include n. 2 fotografi professionisti italiani bilingue italiano e inglese  Album stampe fineart  DVD  Video  Drone  Ritratto subacqueo  Ritratto in studio  Foto di fidanzamento  La dolce attesa,yes,?
Gabriele Bielli Wedding Photographer,5.0,,?,no,700€-1500€,https://www.matrimonio.com/fotografo-matrimonio/gabriele-bielli-wedding-photographer--e191058,"risoluzione, negativi, blu-ray o DVD con tutti gli scatti, altri","Propongo diversi pacchetti, personalizzabili a piacimento dagli sposi",yes,?
Mattia Colombi,5.0,,?,no,1200€,https://www.matrimonio.com/fotografo-matrimonio/mattia-colombi--e194258,DVD con tutti gli scatti,Fotografo e video operatore,yes,?
Foto Rottigni,?,,?,no,990€-2500€,https://www.matrimonio.com/fotografo-matrimonio/foto-rottigni--e194642,"risoluzione, negativi, blu-ray o DVD con tutti gli scatti","Il pack include: servizio fotografico professionale della giornata, dvd personalizzato con tutti gliscatti in alta risoluzione, wedding album (""classic"" o fotolibro ""album d'epoca"")",yes,?
Iris foto & video,4.8,,?,no,520€-1400€,https://www.matrimonio.com/fotografo-matrimonio/iris-foto-&-video--e7246,"risoluzione, blu-ray o DVD con tutti gli scatti, Servizi di trucco professionale per sposa e invitati, servizi di intrattenimento musicale con cantanti e musicisti professionisti","Tutta la giornata a disposizione degli sposi, illimitato numero di scatti,  fotoritocco base delleimmagini, impaginazione e montaggio album, 2 album piccoli, dvd con tutte le foto in alta risoluzione",yes,Como e Monza e Brianza
Fotoidea Sonia,4.8,,?,no,600€-2300€,https://www.matrimonio.com/fotografo-matrimonio/fotoidea-sonia--e7526,"Foto, video",Servizio di due fotografi e un operatore video. Album classico o digitale - album per genitori -ringraziamenti  Poster - foto su sasso - dvd con foto in originale,yes,?
Eugenio Luti,4.9,,?,no,1440€,https://www.matrimonio.com/fotografo-matrimonio/eugenio-luti--e14226,"Foto, video, prematrimonio, postmatrimonio, album, mini album, album digitali, fotografie in alta risoluzione","Servizio fotografico di matrimonio, disponibilità per l'intero evento, consegna dei file in altarisoluzione post prodotti",yes,?
Foto & Movie di Irene Rizzotti,4.7,,?,no,990€-1800€,https://www.matrimonio.com/fotografo-matrimonio/foto-&-movie-di-irene-rizzotti--e27586,"Foto, video, prematrimonio, album, mini album, album digitali, fotografie in alta risoluzione",Sconto del 5% su album + video,yes,?
Ellegiphoto,?,,?,no,150€-2000€,https://www.matrimonio.com/fotografo-matrimonio/ellegiphoto--e37176,"risoluzione, blu-ray o DVD con tutti gli scatti",Il pacchetto è personalizzato,yes,?
Mario Frigerio,5.0,,?,no,1000€-1500€,https://www.matrimonio.com/fotografo-matrimonio/mario-frigerio--e37196,"risoluzione, blu-ray o DVD con tutti gli scatti, photocall, Slide show - fotografie fine art - reportage  - Riprese con Droni  -  Photo Booth  -","Servizio fotografico, provinatura, slide Show con tutte le immagini, post-produzione (elaborazione n. 80 immagini)",yes,Como e Lecco
Daniele Faverzani Photographer,5.0,,?,no,700€,https://www.matrimonio.com/fotografo-matrimonio/daniele-faverzani-photographer--e43516,"risoluzione, blu-ray o DVD con tutti gli scatti, Slideshow, Polaroid, Photo booth","Uscita senza limiti di tempo, Album tradizionale o fotolibro, Chiavetta USB con almeno 1000 scatti in alta risoluzione",yes,?
Tecno Foto di Rosani Giuliano,4.5,,?,no,600€,https://www.matrimonio.com/fotografo-matrimonio/tecno-foto-di-rosani-giuliano--e49036,"risoluzione, blu-ray o DVD con tutti gli scatti, cabina fotografica","Servizio fotografico, CD provini, Wedding Album senza limitazioni di fotografie, tutto il giorno a Vostra disposizione",yes,Brescia e Cremona
FDS Foto Video,4.9,,?,no,500€-1900€,https://www.matrimonio.com/fotografo-matrimonio/fds-foto-video--e82590,"DVD con tutti gli scatti, Il mio studio realizza ogni tipo di evento seguendo il cliente in tutte le sue esigenze. Eseguo anche servizi video con montaggio, servizi aziendali, still life e industriale","Il pack matrimonio include album sposi con copertina e grafica personalizzata, kit albumini per famigliee testimoni, Video, foto biglietti di ringraziamento e presenza operatori per tutta la giornata",yes,?
Wedwed,4.9,,?,no,1000€,https://www.matrimonio.com/fotografo-matrimonio/wedwed--e98080,"risoluzione, negativi, photocall, cabina fotografica, Realizziamo sia foto di reportage per il giorno di nozze sia shooting di moda eventualmente da pubblicare su riviste del settore Wedding",Offriamo diverse soluzioni creative e di design da visionare presso la nostra Wedding Factory a Busto Arsizio,yes,?
Foto Aiello,4.9,,?,no,1500€,https://www.matrimonio.com/fotografo-matrimonio/foto-aiello--e110423,"risoluzione, Realizziamo anche shooting di moda, anche per riviste di settore wedding.  Servizi pre e post maternità. Servizi famiglia. Servizi anniversari","In Italia e estero realizziamo servizi senza limiti di orari,  scatti illimitati,  post-prodotti.Impaginazioni su album di ottima qualità,  ogni pagina originale e unica! Ogni coppia è unica!",yes,"Como, Milano, Pavia e Varese"
Studio Fotografico Negri,5.0,,?,no,1000€-1600€,https://www.matrimonio.com/fotografo-matrimonio/studio-fotografico-negri--e111431,"risoluzione, blu-ray o DVD con tutti gli scatti",-Dvd contenente tutte le foto in HD  -Album digitale di 100 foto scelte dagli sposi  -2 album pergenitori uguali all'originale  -Riprese video GoPro e trailer 1 min.  -Gadget,yes,?
AG Fotografo,4.9,,?,no,500€-2200€,https://www.matrimonio.com/fotografo-matrimonio/ag-fotografo--e122244,"risoluzione, negativi, blu-ray o DVD con tutti gli scatti, photocall, cabina fotografica",Servizi Fotografici e Video Riprese a partire dalla preparazione fino al taglio della torta (nonanticipato) salvataggio dei file in alta risoluzione su DVD e Chiavetta USB,yes,"Bergamo, Milano e Varese"
Marco Pasinelli Fotografo,5.0,,?,no,500€,https://www.matrimonio.com/fotografo-matrimonio/marco-pasinelli-fotografo--e124711,DVD con tutti gli scatti,"Dalle foto su DVD all'album, album x i genitori e album parenti/amici",yes,?
Foto Lodi Rizzini,4.4,,?,no,300€,https://www.matrimonio.com/fotografo-matrimonio/foto-lodi-rizzini--e137581,"Foto, video, prematrimonio, album, mini album, album digitali, fotografie in alta risoluzione, negativi","Abbiamo vari pacchetti comprensivi di servizio (Smart o Premium), servizio + provini (originali opost-prodotti), servizio + provini + album nozze (Medium o Extra large)",yes,?
Simone Carnevali Photographer,5.0,,?,no,500€,https://www.matrimonio.com/fotografo-matrimonio/simone-carnevali-photographer--e157528,"risoluzione, blu-ray o DVD con tutti gli scatti, photocall, altri","Servizio personalizzabile dai preparativi al ricevimento, due fotografi e un operatore video,post-produzione, consegna scatti alta risoluzione in cofanetto d'autore usb key, videofilm, album a scelta",yes,?
MC Click di Chiara Mapelli,4.8,,?,no,800€-2500€,https://www.matrimonio.com/fotografo-matrimonio/mc-click-di-chiara-mapelli--e157815,"Foto, prematrimonio, album, fotografie in alta risoluzione, blu-ray o DVD con tutti gli scatti, altri","Copertura evento da preparazioni a taglio torta, incontro preliminare, sopralluogo location, scattiillimitati senza costi aggiuntivi, supporto digitale con foto, album, video a richiesta",yes,?
Decanter Wedding Photography,5.0,,?,no,950€,https://www.matrimonio.com/fotografo-matrimonio/decanter-wedding-photography--e172646,"risoluzione, Foto immersive a 360° visibili su smartphone, computer, visore per realtà virtuale",Servizi personalizzabili in base alle esigenze degli sposi,yes,?
M&M Foto&Film,4.9,,?,no,1800€-3800€,https://www.matrimonio.com/fotografo-matrimonio/m&m-foto&film--e187520,"Foto, video, prematrimonio, album",Silver 1 fotografo  1 album 20x30 carta fotografica 24pag.   Copertina personalizzata  1 videooperatore  Riprese con ronin e camera reflex  Video pro durata da 8’ a 10’  Chiavetta USB  Senza limiti di tempo,yes,?
Jessica Malnati Fine Art Photography,5.0,,?,no,950€-1300€,https://www.matrimonio.com/fotografo-matrimonio/jessica-malnati-fine-art-photography--e187894,"Photobooth, guestbook fotografici, photobooth con message board invitati e istantanee.  Il servizio video è svolto da un operatore specializzato e non da me personalmente","Servizio classico: presenza di due fotografi professionisti, sopralluoghi, coordinamento fornitori, filealta risoluzione su usb, 2 copie dvd, fotovideo omaggio, wedding test/prematrimonio, confezione",yes,?
Davide Fazio Photography,5.0,,?,no,800€-1500€,https://www.matrimonio.com/fotografo-matrimonio/davide-fazio-photography--e194178,"Foto, prematrimonio, postmatrimonio, album, mini album, album digitali, blu-ray o DVD con tutti gli scatti","La fascia di prezzo indicata include: i miei spostamenti entro 20 km, l'utilizzo delle apparecchiatureprofessionali ed i lavori di post-produzione",yes,?
Lucea,5.0,,?,no,590€,https://www.matrimonio.com/fotografo-matrimonio/lucea--e195078,"risoluzione, cabina fotografica, Stampa e consegna di una foto durante l'evento con o senza cornice . Giornata di shooting pre o post matrimonio in location. Presentazione iniziale A DOMICILIO e senza impegno","1 o 2 fotografi durante l'evento. Selezione e lavorazione di un numero concordato di foto (da 200 a 450circa). Consegna entro 60 giorni in alta qualità su chiavetta, con slide-show di una selezione!",yes,?
Ritratti di Luce,4.9,,?,no,1350€,https://www.matrimonio.com/fotografo-matrimonio/ritratti-di-luce--e203924,"Foto, video, prematrimonio, postmatrimonio, album, mini album, album digitali, fotografie in alta risoluzione",Servizio personalizzato da concordare in base alle esigenze ed al proprio progetto di matrimonio,yes,?
Advtribe photostudio,4.8,,?,no,550€-2000€,https://www.matrimonio.com/fotografo-matrimonio/advtribe-photostudio--e9497,"risoluzione, blu-ray o DVD con tutti gli scatti",Fotolibro made in Italy Luxury.  Formato quadrato/verticale/orizzontale.  70/100 foto.  Grafica ecopertina a scelta.  Presenza fotografo intera giornata.  Foto hd nessun limite scatti € 990. 00 tutto compreso,yes,"Bergamo, Milano e Monza e Brianza"
Studio Fotografico Loryle,5.0,,?,no,1600€-2500€,https://www.matrimonio.com/fotografo-matrimonio/studio-fotografico-loryle--e15907,"risoluzione, blu-ray o DVD con tutti gli scatti, Stampa artigianale Fine-Art  Make-Up Sposa Professionale Fotografico a domicilio  Cura dell'intera grafica del matrimonio: inviti, guestbook, ringraziamenti, libretti...",I pack offerti partono dal solo Servizio Fotografico fino a soluzioni complete di Album+Coppiamini-album. Ad Ogni pacchetto è abbinato un kit di presentazione elegante ed originale,yes,?
Antonino Geria Fotografo di Matrimonio,4.8,,?,no,1200€-5000€,https://www.matrimonio.com/fotografo-matrimonio/antonino-geria-fotografo-di-matrimonio--e16227,"risoluzione, negativi, blu-ray o DVD con tutti gli scatti, photocall, cabina fotografica, Intervista doppia, proiezione anteprima foto in giornata, segimento foto/video viaggio di nozze","Tutti gli elementi sono concordabili. Il servizio base prevede album per gli sposi, i genitori, presenzaper tutta la giornata",yes,?
Photosystem di Elena Barsottelli,5.0,,?,no,600€-2500€,https://www.matrimonio.com/fotografo-matrimonio/photosystem-di-elena-barsottelli--e28477,"Foto, album, mini album, album digitali, fotografie in alta risoluzione, blu-ray o DVD con tutti gli scatti","L'uscita del fotografo, a disposizione tutto il giorno, scatti illimitati,  i files in alta risoluzioneselezionati e post prodotti, l'album-libro e i mini album per i genitori",yes,Milano e Monza e Brianza
C.M. Studio,?,,?,no,800€,https://www.matrimonio.com/fotografo-matrimonio/c-m-studio--e81231,"Foto, video, altri","Servizio fotografico, album a libro o tradizionale, 2 albumini x genitori e tutti gli scatti fatti in alta risoluizione",yes,?
DS Visuals,4.8,,?,no,1000€-2100€,https://www.matrimonio.com/fotografo-matrimonio/ds-visuals--e90177,"risoluzione, photocall, cabina fotografica",Le nostre offerte per il servizio fotografico si distinguono a seconda del numero di fotografi coinvoltie della durata dell'evento,yes,?
PHplus,4.9,,?,no,800€,https://www.matrimonio.com/fotografo-matrimonio/phplus--e108215,"Foto, video, prematrimonio, album, fotografie in alta risoluzione","Dedichiamo una giornata alla nostra coppia di sposi, dai preparativi fino alla festa finale, consegnamole foto in 3-4 settimane su chiavetta usb nel nostro packaging personalizzato",yes,"Mantova, Verona e Vicenza"
Foto Ghioni,4.9,,?,no,850€,https://www.matrimonio.com/fotografo-matrimonio/foto-ghioni--e108482,"risoluzione, blu-ray o DVD con tutti gli scatti, cabina fotografica, Foto polaroid- foto album invitati-foto booth-slide show-e molti molti altri servizio che aiuteranno gli sposi a rendere molto più ricca e scorrevole la giornata agli invitati e agli sposi stessi","Il pack matrimonio può comprendere differenti soluzioni : dalle semplici foto post prodotte su DVD osupporto scelto dagli sposi, ad un album di matrimonio completo di mini album e video",yes,?
Studio Rainbow,?,,?,no,1690€,https://www.matrimonio.com/fotografo-matrimonio/studio-rainbow--e111074,"risoluzione, blu-ray o DVD con tutti gli scatti","Il ""PACK RAINBOW"" include due fotografi per tutta la giornata (non andiamo ad ore, quindi non ci sarannoextra da pagare), scatti illimitati, sopralluoghi nelle location, l'album stampato e il video",yes,?
Camilla Sarzi Photoart,5.0,,?,no,950€,https://www.matrimonio.com/fotografo-matrimonio/camilla-sarzi-photoart--e133843,"risoluzione, blu-ray o DVD con tutti gli scatti, Photobooth, Polaroid, Thrash the dress, Prematrimoniale","Partiamo da un servizio base che include il solo servizio fotografico ampliabile con il servizio video,gli album, ecc...",yes,?
Brunelli Digital Foto,4.8,,?,no,1200€-4000€,https://www.matrimonio.com/fotografo-matrimonio/brunelli-digital-foto--e144836,"risoluzione, negativi, blu-ray o DVD con tutti gli scatti, photocall, cabina fotografica, Siamo a disposizione per qualsiasi richiesta vi soddisfi, sia con solo servizio fotografico che video","A richiesta foto pre-matrimonio in studio o in esterni.  Matrimonio: casa sposo e sposa; cerimonia;aperitivi, foto in esterni personali sposi; taglio torta; foto parenti e amici; scherzi; inizio balli",yes,"Brescia, Cremona e Mantova"
Postcard From Italy Foto,4.9,,?,no,1500€,https://www.matrimonio.com/fotografo-matrimonio/postcard-from-italy-foto--e146714,"Foto, video, album, mini album, album digitali, fotografie in alta risoluzione","Il pacchetto solo FOTO digitali comprende la disponibilità per tutta la giornata del matrimonio  Consegnadi circa 700 fotografie selezionate e post prodotte in alta risoluzione, gallery online e album",yes,?
Maria Bryzhko Wedding Photography,5.0,,?,no,1300€-2100€,https://www.matrimonio.com/fotografo-matrimonio/maria-bryzhko-wedding-photography--e149040,"Foto, prematrimonio, album, mini album, fotografie in alta risoluzione, blu-ray o DVD con tutti gli scatti, altri",Consegna delle foto ad alta risoluzione compresa di post produzione,yes,?
Lucea,5.0,,?,no,590€-1690€,https://www.matrimonio.com/fotografo-matrimonio/lucea--e155161,"risoluzione, cabina fotografica, Stampa e consegna con o senza cornice di una foto durante l'evento. Attività ricreative e didattiche fotografiche per gli invitati più piccoli. Giornata di shooting pre o post matrimonio in location","1 o 2 fotografi durante l'evento. Selezione e lavorazione di un numero concordato di foto (da 250 a 550circa). Consegna entro 45 giorni in alta qualità su chiavetta, con slide-show di una selezione!",yes,?
Fotolampo,4.9,,?,no,450€-3500€,https://www.matrimonio.com/fotografo-matrimonio/fotolampo--e155645,DVD con tutti gli scatti,Uscita di due operatori che seguiranno gli sposi partendo da casa dello sposo fino ad ad arrivare altaglio della torta  Un dvd editato con 600 file selezionati,yes,?
Francesco Viganò Fotografo,5.0,,?,no,850€-1500€,https://www.matrimonio.com/fotografo-matrimonio/francesco-vigano-fotografo--e157199,"con tutti gli scatti, photocall",Il pack minimo di matrimonio include tutto il servizio e la consegna di tutti i migliori scattipost-prodotti in alta risoluzione su DVD o chiavetta,yes,?
PhotoMoving,4.9,,?,no,650€,https://www.matrimonio.com/fotografo-matrimonio/photomoving--e157703,DVD con tutti gli scatti,Nel Pacchetto Base c'è il servizio dagli sposi + chiesa + ricevimento con consegna foto su supportodigitale   Opzione 2° fotografo / CorniciAmici / Video / stampa album e fotolibro,yes,?
Inquadrature Wedding Photography,5.0,,?,no,800€,https://www.matrimonio.com/fotografo-matrimonio/inquadrature-wedding-photography--e158616,"Foto, video, album, mini album, album digitali, fotografie in alta risoluzione, blu-ray o DVD con tutti gli scatti","La consegna di circa 500 foto postprodotte ""chiavi in mano"" e del resto dello scattato serichiesto.  Webgallery con le più significative foto della giornata con la vostra musica",yes,?
Flash Arte,5.0,,?,no,950€,https://www.matrimonio.com/fotografo-matrimonio/flash-arte--e159461,richiesta si offrono servizi per l'organizzazione del tuo matrimonio. Per maggiori informazioni vieni a trovarci,"Servizio fotografico reportage con 2 operatori senza limiti di tempo, un cofanetto personalizzato contutti gli scatti , impaginazione grafica fotolibro e copertine artigianali,book genitori",yes,?
Clickin' Passion,?,,?,no,1400€,https://www.matrimonio.com/fotografo-matrimonio/clickin-passion--e161802,"Foto, video, prematrimonio, postmatrimonio, album, mini album, album digitali, fotografie in alta risoluzione",,yes,?
Massimiliano Bonino Fotografo,4.9,,?,no,600€-4000€,https://www.matrimonio.com/fotografo-matrimonio/massimiliano-bonino-fotografo--e164080,"risoluzione, blu-ray o DVD con tutti gli scatti, - Stampa immediata della foto ringraziamento, nella location del ricevimento.  - Servizio PHOTOBOOTH, con con stampa e consegna immediata  - Proiezione degli scatti migliori della giornata",Ci sono vari pacchetti personalizzabili. Per questo richiedo sempre un appuntamento per poter elencare espiegare meglio le mie offerte,yes,"Como, Varese, Verbania e Vicenza"
Agnese Spina Imagery,5.0,,?,no,1000€-2000€,https://www.matrimonio.com/fotografo-matrimonio/agnese-spina-imagery--e165488,"risoluzione, blu-ray o DVD con tutti gli scatti",Preparazione Sposa  Preparazione Sposa  Cerimonia  Ritratti  Allestimenti  Festa  Gruppi,yes,"Como, Milano e Parma"
Soldano Tecnifoto,5.0,,?,no,500€-3000€,https://www.matrimonio.com/fotografo-matrimonio/soldano-tecnifoto--e167912,"Foto, video, postmatrimonio, album, mini album, album digitali, negativi, blu-ray o DVD con tutti gli scatti","1 Album con possibilità di scelta dimensioni  2 album genitori  DVD o USB del servizio, da subito in altarisoluzione  3 poster 50x70  8 ore  Valigetta o Cofanetto",yes,Como e Varese
Paolo Lamperti Photographer,5.0,,?,no,1200€,https://www.matrimonio.com/fotografo-matrimonio/paolo-lamperti-photographer--e170343,"Foto, video, prematrimonio, postmatrimonio, album, mini album, album digitali, fotografie in alta risoluzione",- 12 ore di copertura fotografica per il matrimonio  - Online gallery privata   - Cofanettopersonalizzato  - 32 stampe Fine-Art   - Impaginazione album + servizio di proofing,yes,Como e Varese
Ray Clever Photographers,4.9,,?,no,600€,https://www.matrimonio.com/fotografo-matrimonio/ray-clever-photographers--e171145,"risoluzione, blu-ray o DVD con tutti gli scatti, altri",I preventivi sono personalizzabili e plasmabili sul tipo di richiesta del cliente,yes,"Como, Lecco e Varese"
AG Photo di Alessandro Galli,5.0,,?,no,900€,https://www.matrimonio.com/fotografo-matrimonio/ag-photo-di-alessandro-galli--e172267,cabina fotografica,Servizio fotografico + selezione di immagini (100) in alta risoluzione,yes,?
Pictures of Wedding,5.0,,?,no,1500€,https://www.matrimonio.com/fotografo-matrimonio/pictures-of-wedding--e172820,"Foto, prematrimonio, postmatrimonio, album, mini album, fotografie in alta risoluzione","Il pacchetto base include disponibilità per 12 ore, secondo fotografo, consegna di circa 500 scattieditati ad alta risoluzione su supporto usb e 25 stampe fine art 14x21 cm",yes,Milano e Varese
Gabriele Galbiati,5.0,,?,no,750€-3000€,https://www.matrimonio.com/fotografo-matrimonio/gabriele-galbiati--e178678,"Foto, video, prematrimonio, postmatrimonio, album, mini album, fotografie in alta risoluzione, Video con drone",✓ Coperture totale Matrimonio  ✓ Secondo fotografo  ✓ Scatti illimitati  ✓ Post-produzione fotografico  ✓Consegna file HD su supporto DVD  e/o Pen Drive  ✓ Link DropBox 3 mesi per le Vostre anteprime,yes,Lecco e Milano
Foto Idea,4.9,,?,no,700€-2500€,https://www.matrimonio.com/fotografo-matrimonio/foto-idea--e7498,"risoluzione, blu-ray o DVD con tutti gli scatti, cabina fotografica, Proiezione durante il taglio della torta di foto o video con i momenti più significativi della giornata","Servizio fotografico con almeno un fotografo, da casa della sposa al taglio della torta; consegnachiavetta US con foto alta risoluzione, stampa fotolibro formato 30x30 cm. e non solo",yes,?
Laltroscatto,4.6,,?,no,1190€-1900€,https://www.matrimonio.com/fotografo-matrimonio/laltroscatto--e51828,DVD con tutti gli scatti,"2 fotografi  a disposizione, servizio fotografico senza limite di scatto, l'album con foto scelte daglisposi, copertine personalizzate, la consegna di tutti i  files originali in alta risoluzione",yes,?
Gianluca Morra Fotografo,4.8,,?,no,600000€-2500000€,https://www.matrimonio.com/fotografo-matrimonio/gianluca-morra-fotografo--e81860,"risoluzione, blu-ray o DVD con tutti gli scatti, Il Matrimonio in diretta....proiezione del video direttamente al ristorante !  Ringraziamenti stampati al ristorante da consegnare agli invitati","Album per gli sposi, albumini per i genitori, per i testimoni (su richiesta),cd con tutti i file in altarisoluzione.  Presenza in esclusiva tutta la giornata",yes,Milano e Novara
Rossella Putino Photographer,4.9,,?,no,1600€-3400€,https://www.matrimonio.com/fotografo-matrimonio/rossella-putino-photographer--e96912,"risoluzione, blu-ray o DVD con tutti gli scatti, cabina fotografica, Realizziamo anche volantini, brochures, partecipazioni e ringraziamenti...","Chiavetta con tutti gli scatti della giornata (no limite). Postproduzione, ALBUM sposi e album per i genitori.  Video",yes,Como e Varese
Art e Photo,4.9,,?,no,1000€-2000€,https://www.matrimonio.com/fotografo-matrimonio/art-e-photo--e105907,"risoluzione, blu-ray o DVD con tutti gli scatti, cabina fotografica",,yes,"Como, Monza e Brianza e Varese"
Il Matrimonio Trendy,4.9,,?,no,600€,https://www.matrimonio.com/fotografo-matrimonio/il-matrimonio-trendy--e106032,"risoluzione, blu-ray o DVD con tutti gli scatti, cabina fotografica","Abbiamo diversi pacchetti SOLO FOTO e FOTO e VIDEO per tutti i gusti e prezzi, vengono poi adattati allacoppia per rendere il risultato il più personalizzato possibile",yes,Brescia e Mantova
Claudio Ravasi Fotografo,4.8,,?,no,900€,https://www.matrimonio.com/fotografo-matrimonio/claudio-ravasi-fotografo--e107794,"risoluzione, blu-ray o DVD con tutti gli scatti, Allestimento di un piccolo set fotografico presso la location.  Utilizzo di un apparecchio tipo Polaroid per scattare foto istantanee.  Foto sferiche 360°",Scatti illimitati + 2 Fotografi fino a uscita da Chiesa/Comune + 500-1000 foto (ognuna con postproduzione),yes,?
Foto Regina di Segato Micaela,5.0,,?,no,750€-3800€,https://www.matrimonio.com/fotografo-matrimonio/foto-regina-di-segato-micaela--e107835,"risoluzione, blu-ray o DVD con tutti gli scatti, photocall, Cofanetto in legno personalizzato, con 20 stampe fine-art più chiavetta USB con tutti i file originali , formato jpg in alta risoluzione, fotoringraziamenti da consegnare con le bomboniere","Scatti illimitati dalla preparazione degli sposi sino al completamento dell'intera giornata, postelaborazione delle foto, consegna dei provini su dvd, realizzazione e stampa dell'album scelto",yes,?
Antonio Rosata,4.9,,?,no,1200€,https://www.matrimonio.com/fotografo-matrimonio/antonio-rosata--e110638,"tutti gli scatti, cabina fotografica",Wedding Album  Servizio fotografico - Album  sposi e album genitori - Tutti i file originali con dirittidi stampa .  Wedding Film  DVD  con capitoli extra (Backstage - Live - Dediche),yes,"Milano, Monza e Brianza e Varese"
PhotoFilm,?,,?,no,800€-3000€,https://www.matrimonio.com/fotografo-matrimonio/photofilm--e112126,"Foto, video, album, mini album, album digitali, fotografie in alta risoluzione, blu-ray o DVD con tutti gli scatti","Album Sposi e albumini per genitori racchiusi in valigie o scatole personalizzate,  per il videoconsegnamo 5 DVD (anche bluray) con box e copia digitale in HD",yes,Milano e Monza e Brianza
effetrefotostudio,4.9,,?,no,990€-2500€,https://www.matrimonio.com/fotografo-matrimonio/effetrefotostudio--e115138,"risoluzione, blu-ray o DVD con tutti gli scatti, cabina fotografica, Reportage matrimoniale  Photoboot  Libro fotografico dediche  Ritratto d'autore  Slideshow durante taglio torta  Video + drone","Due fotografi, foto prematrimoniali (a richiesta), preparazione sposo e sposa, cerimonia, sessionecreativa, intero ricevimento, balli, consegna 700 immagini (senza loghi), set fotolibri (a richiesta)",yes,"Lodi, Parma e Piacenza"
One Shot,5.0,,?,no,950€,https://www.matrimonio.com/fotografo-matrimonio/one-shot--e116573,"risoluzione, blu-ray o DVD con tutti gli scatti, photocall, cabina fotografica, Comunioni, battesimi, cresime, compleanni, feste di laurea, eventi, spettacoli, eventi sportivi, eventi musicali, eventi aziendali, convegni, serate di gala, teatro","Di base la copertura della giornata, con scatti illimitati e postproduzione dello scattato.   Ma ilservizio può essere completamente personalizzato per un risparmio maggiore",yes,?
Lanfranchi Studio,5.0,,?,no,2000€,https://www.matrimonio.com/fotografo-matrimonio/lanfranchi-studio--e117989,"Foto, video, prematrimonio, album, mini album, fotografie in alta risoluzione","Il servizio fotografico comprende tutta la durata della vostro giorno, dai preparativi alla fine delricevimento - pen drive - wedding book",yes,?
Foto Ottica L'Immagine,5.0,,?,no,450€-2500€,https://www.matrimonio.com/fotografo-matrimonio/foto-ottica-limmagine--e135297,"risoluzione, negativi, blu-ray o DVD con tutti gli scatti",I pacchetti sono realizzati in base alle esigenze di ogni coppia!,yes,?
Fotografia Bozzini Claudio,4.9,,?,no,400€,https://www.matrimonio.com/fotografo-matrimonio/fotografia-bozzini-claudio--e152807,"risoluzione, blu-ray o DVD con tutti gli scatti",Chiedo ai futuri sposi di contattarmi al 3389234040 per poter capire come si svolgerà' il Matrimonio esoddisfare al meglio le vostre esigenze con il miglior prezzo possibile.  Claudio Bozzini,yes,?
Sumo Project,4.9,,?,no,500€-1800€,https://www.matrimonio.com/fotografo-matrimonio/sumo-project--e160271,"gli scatti, Possibilità di foto con il drone,sono un pilota abilitato ENAC, NON ricorro a professionisti esterni.  Possibilità di consegnare, durante l'evento, biglietto di ringraziamento con foto scattata in loco","Nel pack standard sono inclusi  presenza mia e dell'assistente durante l'evento, consegna del fotolibrocon calendario dell'anno di matrimonio, provinatura brossurata e CD con i files scattati",yes,Lodi e Pavia
L'Ingrandimento fotolaboratorio,5.0,,?,no,800€,https://www.matrimonio.com/fotografo-matrimonio/lingrandimento-fotolaboratorio--e160355,"risoluzione, blu-ray o DVD con tutti gli scatti",Album standard 30x30 con circa 90 foto + coppia album genitori + dvd con migliori scatti.  I pack ècomunque interamente personalizzabile in base alle esigenze e richieste degli sposi,yes,?
Giulia La Monica Studio Fotografico,5.0,,?,no,1000€-2000€,https://www.matrimonio.com/fotografo-matrimonio/giulia-la-monica-studio-fotografico--e161503,"risoluzione, blu-ray o DVD con tutti gli scatti, cabina fotografica","Il pack matrimonio include il servizio fotografico per l'intera durata del matrimonio e festa nuziale, unalbum o tradizionale o fotolibro, il dvd con tutti gli scatti in alta definizione",yes,?
Rocco Cristello Photography,5.0,,?,no,900€,https://www.matrimonio.com/fotografo-matrimonio/rocco-cristello-photography--e162319,"blu-ray o DVD con tutti gli scatti, cabina fotografica, Sevizio fotografico Subacqueo",Nel pacchetto è incluso il servizio fotografico da parte di un un fotografo e album con il reportagedelle vostre nozze. Su richiesta possiamo cedere anche i negativi dell'intera giornata,yes,"Cremona, Lodi e Piacenza"
Dario Imparato foto,4.9,,?,no,1000€,https://www.matrimonio.com/fotografo-matrimonio/dario-imparato-foto--e165304,"tutti gli scatti, Photo booth","2 Operatori,anteprima gratuita foto di coppia,consegna entro 2 mesi di circa 500/600 scatti selezionati e già editati",yes,"Lodi, Milano e Pavia"
Luca Colonna Photography,5.0,,?,no,499€-899€,https://www.matrimonio.com/fotografo-matrimonio/luca-colonna-photography--e166918,"negativi, blu-ray o DVD con tutti gli scatti, altri","Ci accordiamo con gli sposi perché siano loro a scegliere il loro pacchetto ideale! Generalmente il costoinclude il servizio matrimoniale con due fotografi, post produzione e impaginazione album",yes,Bergamo e Brescia
